Proj ID,Project_Name,Transacted_Price,Area,Sale_Date,D_TypeOfSale,D_PropertyType,D_Tenure,Postal_District,D_FloorLevel,Unit_Price
6,IRWELL HILL RESIDENCES,"1,680,000",656.6,1 Apr 2021,1,1,1,9,2,"2,559"
6,IRWELL HILL RESIDENCES,"1,712,000",667.37,1 Apr 2021,1,1,1,9,2,"2,565"
6,IRWELL HILL RESIDENCES,"1,168,000",452.09,1 Apr 2021,1,1,1,9,2,"2,584"
6,IRWELL HILL RESIDENCES,"1,500,000",602.78,1 Apr 2021,1,1,1,9,2,"2,488"
6,IRWELL HILL RESIDENCES,"1,528,000",613.55,1 Apr 2021,1,1,1,9,2,"2,490"
6,IRWELL HILL RESIDENCES,"2,160,000",861.12,1 Apr 2021,1,1,1,9,2,"2,508"
6,IRWELL HILL RESIDENCES,"3,152,000","1,270.15",1 Apr 2021,1,1,1,9,2,"2,482"
6,IRWELL HILL RESIDENCES,"1,172,000",452.09,1 Apr 2021,1,1,1,9,2,"2,592"
6,IRWELL HILL RESIDENCES,"1,534,000",613.55,1 Apr 2021,1,1,1,9,2,"2,500"
6,IRWELL HILL RESIDENCES,"1,692,000",678.13,1 Apr 2021,1,1,1,9,3,"2,495"
6,IRWELL HILL RESIDENCES,"1,282,000",505.91,1 Apr 2021,1,1,1,9,3,"2,534"
6,IRWELL HILL RESIDENCES,"1,540,000",613.55,1 Apr 2021,1,1,1,9,3,"2,510"
6,IRWELL HILL RESIDENCES,"2,176,000",861.12,1 Apr 2021,1,1,1,9,3,"2,527"
6,IRWELL HILL RESIDENCES,"1,698,000",678.13,1 Apr 2021,1,1,1,9,3,"2,504"
6,IRWELL HILL RESIDENCES,"1,286,000",505.91,1 Apr 2021,1,1,1,9,3,"2,542"
6,IRWELL HILL RESIDENCES,"1,546,000",613.55,1 Apr 2021,1,1,1,9,3,"2,520"
6,IRWELL HILL RESIDENCES,"2,184,000",861.12,1 Apr 2021,1,1,1,9,3,"2,536"
6,IRWELL HILL RESIDENCES,"3,184,000","1,270.15",1 Apr 2021,1,1,1,9,3,"2,507"
6,IRWELL HILL RESIDENCES,"1,716,000",678.13,1 Apr 2021,1,1,1,9,3,"2,530"
6,IRWELL HILL RESIDENCES,"1,536,000",602.78,1 Apr 2021,1,1,1,9,3,"2,548"
6,IRWELL HILL RESIDENCES,"1,564,000",613.55,1 Apr 2021,1,1,1,9,3,"2,549"
6,IRWELL HILL RESIDENCES,"1,196,000",452.09,1 Apr 2021,1,1,1,9,3,"2,646"
6,IRWELL HILL RESIDENCES,"1,570,000",613.55,1 Apr 2021,1,1,1,9,3,"2,559"
6,IRWELL HILL RESIDENCES,"2,204,000",861.12,1 Apr 2021,1,1,1,9,3,"2,559"
6,IRWELL HILL RESIDENCES,"1,760,000",667.37,1 Apr 2021,1,1,1,9,3,"2,637"
6,IRWELL HILL RESIDENCES,"3,200,000","1,270.15",1 Apr 2021,1,1,1,9,3,"2,519"
6,IRWELL HILL RESIDENCES,"1,306,000",505.91,1 Apr 2021,1,1,1,9,3,"2,581"
6,IRWELL HILL RESIDENCES,"1,548,000",602.78,1 Apr 2021,1,1,1,9,3,"2,568"
6,IRWELL HILL RESIDENCES,"1,576,000",613.55,1 Apr 2021,1,1,1,9,3,"2,569"
6,IRWELL HILL RESIDENCES,"1,734,000",656.6,1 Apr 2021,1,1,1,9,3,"2,641"
6,IRWELL HILL RESIDENCES,"1,766,000",667.37,1 Apr 2021,1,1,1,9,4,"2,646"
6,IRWELL HILL RESIDENCES,"1,734,000",678.13,1 Apr 2021,1,1,1,9,4,"2,557"
6,IRWELL HILL RESIDENCES,"1,310,000",505.91,1 Apr 2021,1,1,1,9,4,"2,589"
6,IRWELL HILL RESIDENCES,"1,554,000",602.78,1 Apr 2021,1,1,1,9,4,"2,578"
6,IRWELL HILL RESIDENCES,"1,582,000",613.55,1 Apr 2021,1,1,1,9,4,"2,578"
6,IRWELL HILL RESIDENCES,"2,220,000",861.12,1 Apr 2021,1,1,1,9,4,"2,578"
6,IRWELL HILL RESIDENCES,"1,740,000",656.6,1 Apr 2021,1,1,1,9,4,"2,650"
6,IRWELL HILL RESIDENCES,"1,772,000",667.37,1 Apr 2021,1,1,1,9,4,"2,655"
6,IRWELL HILL RESIDENCES,"3,216,000","1,270.15",1 Apr 2021,1,1,1,9,4,"2,532"
6,IRWELL HILL RESIDENCES,"1,314,000",505.91,1 Apr 2021,1,1,1,9,4,"2,597"
6,IRWELL HILL RESIDENCES,"1,560,000",602.78,1 Apr 2021,1,1,1,9,4,"2,588"
6,IRWELL HILL RESIDENCES,"1,588,000",613.55,1 Apr 2021,1,1,1,9,4,"2,588"
6,IRWELL HILL RESIDENCES,"2,228,000",861.12,1 Apr 2021,1,1,1,9,4,"2,587"
6,IRWELL HILL RESIDENCES,"1,778,000",667.37,1 Apr 2021,1,1,1,9,4,"2,664"
6,IRWELL HILL RESIDENCES,"1,746,000",678.13,1 Apr 2021,1,1,1,9,4,"2,575"
6,IRWELL HILL RESIDENCES,"1,212,000",452.09,1 Apr 2021,1,1,1,9,4,"2,681"
6,IRWELL HILL RESIDENCES,"1,566,000",602.78,1 Apr 2021,1,1,1,9,4,"2,598"
6,IRWELL HILL RESIDENCES,"1,594,000",613.55,1 Apr 2021,1,1,1,9,4,"2,598"
6,IRWELL HILL RESIDENCES,"2,236,000",861.12,1 Apr 2021,1,1,1,9,4,"2,597"
6,IRWELL HILL RESIDENCES,"1,752,000",656.6,1 Apr 2021,1,1,1,9,4,"2,668"
6,IRWELL HILL RESIDENCES,"1,784,000",667.37,1 Apr 2021,1,1,1,9,4,"2,673"
6,IRWELL HILL RESIDENCES,"1,322,000",505.91,1 Apr 2021,1,1,1,9,4,"2,613"
6,IRWELL HILL RESIDENCES,"1,572,000",602.78,1 Apr 2021,1,1,1,9,4,"2,608"
6,IRWELL HILL RESIDENCES,"2,244,000",861.12,1 Apr 2021,1,1,1,9,4,"2,606"
6,IRWELL HILL RESIDENCES,"1,758,000",656.6,1 Apr 2021,1,1,1,9,4,"2,677"
6,IRWELL HILL RESIDENCES,"1,802,000",667.37,1 Apr 2021,1,1,1,9,4,"2,700"
6,IRWELL HILL RESIDENCES,"1,592,000",602.78,1 Apr 2021,1,1,1,9,4,"2,641"
6,IRWELL HILL RESIDENCES,"1,618,000",613.55,1 Apr 2021,1,1,1,9,4,"2,637"
6,IRWELL HILL RESIDENCES,"2,252,000",861.12,1 Apr 2021,1,1,1,9,4,"2,615"
6,IRWELL HILL RESIDENCES,"1,776,000",656.6,1 Apr 2021,1,1,1,9,4,"2,705"
6,IRWELL HILL RESIDENCES,"1,808,000",667.37,1 Apr 2021,1,1,1,9,5,"2,709"
6,IRWELL HILL RESIDENCES,"1,338,000",505.91,1 Apr 2021,1,1,1,9,5,"2,645"
6,IRWELL HILL RESIDENCES,"1,598,000",602.78,1 Apr 2021,1,1,1,9,5,"2,651"
6,IRWELL HILL RESIDENCES,"1,624,000",613.55,1 Apr 2021,1,1,1,9,5,"2,647"
6,IRWELL HILL RESIDENCES,"2,276,000",861.12,1 Apr 2021,1,1,1,9,5,"2,643"
6,IRWELL HILL RESIDENCES,"1,782,000",656.6,1 Apr 2021,1,1,1,9,5,"2,714"
6,IRWELL HILL RESIDENCES,"1,342,000",505.91,1 Apr 2021,1,1,1,9,5,"2,653"
6,IRWELL HILL RESIDENCES,"1,604,000",602.78,1 Apr 2021,1,1,1,9,5,"2,661"
6,IRWELL HILL RESIDENCES,"1,630,000",613.55,1 Apr 2021,1,1,1,9,5,"2,657"
6,IRWELL HILL RESIDENCES,"2,284,000",861.12,1 Apr 2021,1,1,1,9,5,"2,652"
6,IRWELL HILL RESIDENCES,"1,788,000",656.6,1 Apr 2021,1,1,1,9,5,"2,723"
6,IRWELL HILL RESIDENCES,"1,346,000",505.91,1 Apr 2021,1,1,1,9,5,"2,661"
6,IRWELL HILL RESIDENCES,"1,610,000",602.78,1 Apr 2021,1,1,1,9,5,"2,671"
6,IRWELL HILL RESIDENCES,"1,636,000",613.55,1 Apr 2021,1,1,1,9,5,"2,666"
6,IRWELL HILL RESIDENCES,"2,292,000",861.12,1 Apr 2021,1,1,1,9,5,"2,662"
6,IRWELL HILL RESIDENCES,"1,794,000",656.6,1 Apr 2021,1,1,1,9,5,"2,732"
6,IRWELL HILL RESIDENCES,"1,350,000",505.91,1 Apr 2021,1,1,1,9,5,"2,668"
6,IRWELL HILL RESIDENCES,"1,616,000",602.78,1 Apr 2021,1,1,1,9,5,"2,681"
6,IRWELL HILL RESIDENCES,"1,642,000",613.55,1 Apr 2021,1,1,1,9,5,"2,676"
6,IRWELL HILL RESIDENCES,"2,300,000",861.12,1 Apr 2021,1,1,1,9,5,"2,671"
6,IRWELL HILL RESIDENCES,"3,296,000","1,270.15",1 Apr 2021,1,1,1,9,5,"2,595"
6,IRWELL HILL RESIDENCES,"1,800,000",678.13,1 Apr 2021,1,1,1,9,5,"2,654"
6,IRWELL HILL RESIDENCES,"1,248,000",452.09,1 Apr 2021,1,1,1,9,5,"2,761"
6,IRWELL HILL RESIDENCES,"2,308,000",861.12,1 Apr 2021,1,1,1,9,5,"2,680"
6,IRWELL HILL RESIDENCES,"1,260,000",452.09,1 Apr 2021,1,1,1,9,6,"2,787"
6,IRWELL HILL RESIDENCES,"1,370,000",505.91,1 Apr 2021,1,1,1,9,6,"2,708"
6,IRWELL HILL RESIDENCES,"2,324,000",861.12,1 Apr 2021,1,1,1,9,6,"2,699"
6,IRWELL HILL RESIDENCES,"1,376,000",505.91,1 Apr 2021,1,1,1,9,6,"2,720"
6,IRWELL HILL RESIDENCES,"1,824,000",656.6,1 Apr 2021,1,1,1,9,6,"2,778"
6,IRWELL HILL RESIDENCES,"1,382,000",505.91,1 Apr 2021,1,1,1,9,6,"2,732"
6,IRWELL HILL RESIDENCES,"1,388,000",505.91,1 Apr 2021,1,1,1,9,7,"2,744"
6,IRWELL HILL RESIDENCES,"1,394,000",505.91,1 Apr 2021,1,1,1,9,7,"2,755"
6,IRWELL HILL RESIDENCES,"1,881,000",678.13,1 Apr 2021,1,1,1,9,7,"2,774"
6,IRWELL HILL RESIDENCES,"1,424,000",505.91,1 Apr 2021,1,1,1,9,7,"2,815"
6,IRWELL HILL RESIDENCES,"3,472,000","1,270.15",1 Apr 2021,1,1,1,9,8,"2,734"
6,IRWELL HILL RESIDENCES,"1,971,000",678.13,1 Apr 2021,1,1,1,9,8,"2,907"
6,IRWELL HILL RESIDENCES,"1,674,000",667.37,1 Apr 2021,1,1,1,9,2,"2,508"
6,IRWELL HILL RESIDENCES,"1,258,000",495.14,1 Apr 2021,1,1,1,9,2,"2,541"
6,IRWELL HILL RESIDENCES,"1,192,000",452.09,1 Apr 2021,1,1,1,9,2,"2,637"
6,IRWELL HILL RESIDENCES,"1,558,000",624.31,1 Apr 2021,1,1,1,9,2,"2,496"
6,IRWELL HILL RESIDENCES,"1,274,000",495.14,1 Apr 2021,1,1,1,9,3,"2,573"
6,IRWELL HILL RESIDENCES,"1,564,000",624.31,1 Apr 2021,1,1,1,9,3,"2,505"
6,IRWELL HILL RESIDENCES,"1,704,000",656.6,1 Apr 2021,1,1,1,9,3,"2,595"
6,IRWELL HILL RESIDENCES,"1,704,000",667.37,1 Apr 2021,1,1,1,9,3,"2,553"
6,IRWELL HILL RESIDENCES,"1,570,000",624.31,1 Apr 2021,1,1,1,9,3,"2,515"
6,IRWELL HILL RESIDENCES,"1,724,000",656.6,1 Apr 2021,1,1,1,9,3,"2,626"
6,IRWELL HILL RESIDENCES,"1,212,000",452.09,1 Apr 2021,1,1,1,9,3,"2,681"
6,IRWELL HILL RESIDENCES,"4,176,000","1,582.31",1 Apr 2021,1,1,1,9,4,"2,639"
6,IRWELL HILL RESIDENCES,"1,794,000",667.37,1 Apr 2021,1,1,1,9,5,"2,688"
6,IRWELL HILL RESIDENCES,"1,362,000",495.14,1 Apr 2021,1,1,1,9,6,"2,751"
6,IRWELL HILL RESIDENCES,"1,869,000",667.37,1 Apr 2021,1,1,1,9,7,"2,801"
6,IRWELL HILL RESIDENCES,"4,296,000","1,582.31",1 Apr 2021,1,1,1,9,7,"2,715"
6,IRWELL HILL RESIDENCES,"1,878,000",667.37,1 Apr 2021,1,1,1,9,7,"2,814"
6,IRWELL HILL RESIDENCES,"4,312,000","1,582.31",1 Apr 2021,1,1,1,9,7,"2,725"
6,IRWELL HILL RESIDENCES,"4,512,000","1,539.25",1 Apr 2021,1,1,1,9,8,"2,931"
6,IRWELL HILL RESIDENCES,"1,674,000",678.13,1 Apr 2021,1,1,1,9,2,"2,469"
6,IRWELL HILL RESIDENCES,"1,494,000",602.78,1 Apr 2021,1,1,1,9,2,"2,478"
6,IRWELL HILL RESIDENCES,"1,686,000",656.6,1 Apr 2021,1,1,1,9,2,"2,568"
6,IRWELL HILL RESIDENCES,"1,718,000",667.37,1 Apr 2021,1,1,1,9,2,"2,574"
6,IRWELL HILL RESIDENCES,"1,506,000",602.78,1 Apr 2021,1,1,1,9,2,"2,498"
6,IRWELL HILL RESIDENCES,"1,692,000",656.6,1 Apr 2021,1,1,1,9,2,"2,577"
6,IRWELL HILL RESIDENCES,"1,724,000",667.37,1 Apr 2021,1,1,1,9,3,"2,583"
6,IRWELL HILL RESIDENCES,"3,160,000","1,270.15",1 Apr 2021,1,1,1,9,3,"2,488"
6,IRWELL HILL RESIDENCES,"1,512,000",602.78,1 Apr 2021,1,1,1,9,3,"2,508"
6,IRWELL HILL RESIDENCES,"1,698,000",656.6,1 Apr 2021,1,1,1,9,3,"2,586"
6,IRWELL HILL RESIDENCES,"1,730,000",667.37,1 Apr 2021,1,1,1,9,3,"2,592"
6,IRWELL HILL RESIDENCES,"1,518,000",602.78,1 Apr 2021,1,1,1,9,3,"2,518"
6,IRWELL HILL RESIDENCES,"1,704,000",656.6,1 Apr 2021,1,1,1,9,3,"2,595"
6,IRWELL HILL RESIDENCES,"1,748,000",667.37,1 Apr 2021,1,1,1,9,3,"2,619"
6,IRWELL HILL RESIDENCES,"2,196,000",861.12,1 Apr 2021,1,1,1,9,3,"2,550"
6,IRWELL HILL RESIDENCES,"1,722,000",656.6,1 Apr 2021,1,1,1,9,3,"2,623"
6,IRWELL HILL RESIDENCES,"1,754,000",667.37,1 Apr 2021,1,1,1,9,3,"2,628"
6,IRWELL HILL RESIDENCES,"3,192,000","1,270.15",1 Apr 2021,1,1,1,9,3,"2,513"
6,IRWELL HILL RESIDENCES,"1,728,000",656.6,1 Apr 2021,1,1,1,9,3,"2,632"
6,IRWELL HILL RESIDENCES,"1,746,000",656.6,1 Apr 2021,1,1,1,9,4,"2,659"
6,IRWELL HILL RESIDENCES,"1,770,000",678.13,1 Apr 2021,1,1,1,9,4,"2,610"
6,IRWELL HILL RESIDENCES,"1,820,000",667.37,1 Apr 2021,1,1,1,9,5,"2,727"
6,IRWELL HILL RESIDENCES,"1,826,000",667.37,1 Apr 2021,1,1,1,9,5,"2,736"
6,IRWELL HILL RESIDENCES,"9,009,360","2,185.09",1 Apr 2021,1,1,1,9,9,"4,123"
10,MARTIN MODERN,"4,698,000","1,797.59",1 Apr 2021,2,2,1,9,6,"2,614"
16,THE AVENIR,"8,302,000","2,411.14",1 Apr 2021,1,2,2,9,6,"3,443"
10,MARTIN MODERN,"4,738,600","1,733",1 Apr 2021,1,2,1,9,7,"2,734"
10,MARTIN MODERN,"1,893,400",764.24,1 Apr 2021,1,2,1,9,2,"2,463"
8,KOPAR AT NEWTON,"1,598,380",613.55,1 Apr 2021,1,1,1,9,5,"2,605"
8,KOPAR AT NEWTON,"2,528,400","1,054.87",1 Apr 2021,1,1,1,9,5,"2,397"
16,THE AVENIR,"4,460,000","1,528.49",1 Mar 2021,1,2,2,9,3,"2,918"
10,MARTIN MODERN,"3,137,000","1,087.16",1 Mar 2021,1,2,1,9,6,"2,768"
10,MARTIN MODERN,"4,648,400","1,733",1 Mar 2021,1,2,1,9,6,"2,682"
10,MARTIN MODERN,"2,049,000",764.24,1 Mar 2021,1,2,1,9,6,"2,667"
16,THE AVENIR,"6,724,000","2,066.69",1 Mar 2021,1,2,2,9,8,"3,254"
10,MARTIN MODERN,"4,618,000","1,733",1 Mar 2021,1,2,1,9,5,"2,665"
16,THE AVENIR,"3,717,000","1,140.98",1 Mar 2021,1,2,2,9,7,"3,258"
8,KOPAR AT NEWTON,"1,746,000",688.9,1 Mar 2021,1,1,1,9,4,"2,534"
15,RV ALTITUDE,"1,583,000",570.49,1 Mar 2021,1,1,2,9,4,"2,775"
15,RV ALTITUDE,"1,624,000",602.78,1 Mar 2021,1,1,2,9,4,"2,694"
15,RV ALTITUDE,"1,638,000",602.78,1 Mar 2021,1,1,2,9,5,"2,717"
8,KOPAR AT NEWTON,"1,172,000",516.67,1 Mar 2021,1,1,1,9,2,"2,268"
15,RV ALTITUDE,"1,633,000",570.49,1 Mar 2021,1,1,2,9,6,"2,862"
15,RV ALTITUDE,"1,552,000",602.78,1 Mar 2021,1,1,2,9,4,"2,575"
15,RV ALTITUDE,"1,578,000",602.78,1 Mar 2021,1,1,2,9,5,"2,618"
15,RV ALTITUDE,"1,586,000",602.78,1 Mar 2021,1,1,2,9,5,"2,631"
15,RV ALTITUDE,"1,592,000",602.78,1 Mar 2021,1,1,2,9,5,"2,641"
16,THE AVENIR,"4,760,000","1,571.54",1 Mar 2021,1,2,2,9,3,"3,029"
15,RV ALTITUDE,"1,546,000",602.78,1 Mar 2021,1,1,2,9,4,"2,565"
15,RV ALTITUDE,"1,566,000",602.78,1 Mar 2021,1,1,2,9,4,"2,598"
10,MARTIN MODERN,"3,100,000","1,087.16",1 Mar 2021,1,2,1,9,6,"2,734"
15,RV ALTITUDE,"1,658,000",624.31,1 Mar 2021,1,1,2,9,4,"2,656"
15,RV ALTITUDE,"1,633,000",624.31,1 Mar 2021,1,1,2,9,4,"2,616"
15,RV ALTITUDE,"1,688,000",624.31,1 Mar 2021,1,1,2,9,5,"2,704"
16,THE AVENIR,"2,575,000",828.83,1 Mar 2021,1,2,2,9,5,"3,107"
16,THE AVENIR,"6,587,000","2,066.69",1 Mar 2021,1,2,2,9,4,"3,187"
15,RV ALTITUDE,"1,678,000",624.31,1 Mar 2021,1,1,2,9,5,"2,688"
8,KOPAR AT NEWTON,"4,214,000","1,819.12",1 Mar 2021,1,1,1,9,4,"2,317"
15,RV ALTITUDE,"1,479,000",602.78,1 Mar 2021,1,1,2,9,2,"2,454"
15,RV ALTITUDE,"1,533,000",602.78,1 Mar 2021,1,1,2,9,3,"2,543"
15,RV ALTITUDE,"1,539,000",602.78,1 Mar 2021,1,1,2,9,4,"2,553"
15,RV ALTITUDE,"1,663,000",624.31,1 Mar 2021,1,1,2,9,4,"2,664"
15,RV ALTITUDE,"1,680,000",635.08,1 Mar 2021,1,1,2,9,4,"2,645"
15,RV ALTITUDE,"1,725,000",635.08,1 Mar 2021,1,1,2,9,5,"2,716"
15,RV ALTITUDE,"1,604,000",602.78,1 Mar 2021,1,1,2,9,6,"2,661"
10,MARTIN MODERN,"3,848,000","1,420.85",1 Mar 2021,1,2,1,9,6,"2,708"
15,RV ALTITUDE,"1,670,000",624.31,1 Mar 2021,1,1,2,9,4,"2,675"
15,RV ALTITUDE,"1,694,000",635.08,1 Mar 2021,1,1,2,9,5,"2,667"
15,RV ALTITUDE,"1,609,000",624.31,1 Mar 2021,1,1,2,9,3,"2,577"
15,RV ALTITUDE,"1,525,000",602.78,1 Mar 2021,1,1,2,9,3,"2,530"
15,RV ALTITUDE,"1,500,000",570.49,1 Mar 2021,1,1,2,9,5,"2,629"
8,KOPAR AT NEWTON,"1,995,000",914.94,1 Mar 2021,1,1,1,9,2,"2,180"
15,RV ALTITUDE,"1,585,000",624.31,1 Mar 2021,1,1,2,9,3,"2,539"
15,RV ALTITUDE,"1,623,000",624.31,1 Mar 2021,1,1,2,9,4,"2,600"
15,RV ALTITUDE,"1,487,000",570.49,1 Mar 2021,1,1,2,9,5,"2,607"
15,RV ALTITUDE,"1,658,000",624.31,1 Mar 2021,1,1,2,9,5,"2,656"
15,RV ALTITUDE,"1,494,000",570.49,1 Mar 2021,1,1,2,9,5,"2,619"
15,RV ALTITUDE,"1,587,500",602.78,1 Mar 2021,1,1,2,9,5,"2,634"
8,KOPAR AT NEWTON,"2,418,000","1,054.87",1 Mar 2021,1,1,1,9,4,"2,292"
15,RV ALTITUDE,"1,580,500",635.08,1 Mar 2021,1,1,2,9,2,"2,489"
15,RV ALTITUDE,"1,501,500",602.78,1 Mar 2021,1,1,2,9,3,"2,491"
15,RV ALTITUDE,"1,599,000",624.31,1 Mar 2021,1,1,2,9,3,"2,561"
15,RV ALTITUDE,"1,626,500",635.08,1 Mar 2021,1,1,2,9,4,"2,561"
15,RV ALTITUDE,"1,618,000",624.31,1 Mar 2021,1,1,2,9,4,"2,592"
15,RV ALTITUDE,"1,641,000",624.31,1 Mar 2021,1,1,2,9,5,"2,628"
15,RV ALTITUDE,"1,481,000",570.49,1 Mar 2021,1,1,2,9,5,"2,596"
15,RV ALTITUDE,"1,662,000",624.31,1 Mar 2021,1,1,2,9,5,"2,662"
15,RV ALTITUDE,"1,664,000",624.31,1 Mar 2021,1,1,2,9,5,"2,665"
15,RV ALTITUDE,"1,639,500",635.08,1 Mar 2021,1,1,2,9,4,"2,582"
15,RV ALTITUDE,"1,652,500",635.08,1 Mar 2021,1,1,2,9,4,"2,602"
15,RV ALTITUDE,"1,648,000",624.31,1 Mar 2021,1,1,2,9,5,"2,640"
15,RV ALTITUDE,"1,655,000",624.31,1 Mar 2021,1,1,2,9,5,"2,651"
15,RV ALTITUDE,"1,296,000",441.32,1 Mar 2021,1,1,2,9,5,"2,937"
8,KOPAR AT NEWTON,"2,398,000","1,054.87",1 Mar 2021,1,1,1,9,4,"2,273"
15,RV ALTITUDE,"1,614,500",635.08,1 Mar 2021,1,1,2,9,3,"2,542"
15,RV ALTITUDE,"1,619,500",635.08,1 Mar 2021,1,1,2,9,3,"2,550"
15,RV ALTITUDE,"1,283,000",441.32,1 Mar 2021,1,1,2,9,5,"2,907"
15,RV ALTITUDE,"1,289,000",441.32,1 Mar 2021,1,1,2,9,5,"2,921"
15,RV ALTITUDE,"1,289,000",441.32,1 Mar 2021,1,1,2,9,5,"2,921"
15,RV ALTITUDE,"1,679,500",635.08,1 Mar 2021,1,1,2,9,5,"2,645"
15,RV ALTITUDE,"1,296,000",441.32,1 Mar 2021,1,1,2,9,5,"2,937"
15,RV ALTITUDE,"1,302,000",441.32,1 Mar 2021,1,1,2,9,5,"2,950"
15,RV ALTITUDE,"1,693,500",635.08,1 Mar 2021,1,1,2,9,6,"2,667"
15,RV ALTITUDE,"1,474,500",602.78,1 Mar 2021,1,1,2,9,2,"2,446"
15,RV ALTITUDE,"1,578,000",624.31,1 Mar 2021,1,1,2,9,3,"2,528"
15,RV ALTITUDE,"1,600,500",635.08,1 Mar 2021,1,1,2,9,3,"2,520"
15,RV ALTITUDE,"1,637,500",635.08,1 Mar 2021,1,1,2,9,4,"2,578"
15,RV ALTITUDE,"1,455,000",570.49,1 Mar 2021,1,1,2,9,4,"2,550"
15,RV ALTITUDE,"1,263,000",441.32,1 Mar 2021,1,1,2,9,4,"2,862"
15,RV ALTITUDE,"1,468,000",570.49,1 Mar 2021,1,1,2,9,4,"2,573"
15,RV ALTITUDE,"1,283,000",441.32,1 Mar 2021,1,1,2,9,5,"2,907"
15,RV ALTITUDE,"1,302,000",441.32,1 Mar 2021,1,1,2,9,5,"2,950"
15,RV ALTITUDE,"1,671,000",624.31,1 Mar 2021,1,1,2,9,6,"2,677"
15,RV ALTITUDE,"1,263,000",441.32,1 Mar 2021,1,1,2,9,4,"2,862"
15,RV ALTITUDE,"1,275,000",441.32,1 Mar 2021,1,1,2,9,5,"2,889"
15,RV ALTITUDE,"1,309,000",441.32,1 Mar 2021,1,1,2,9,6,"2,966"
15,RV ALTITUDE,"1,606,500",635.08,1 Mar 2021,1,1,2,9,3,"2,530"
15,RV ALTITUDE,"1,269,000",441.32,1 Mar 2021,1,1,2,9,4,"2,875"
15,RV ALTITUDE,"1,269,000",441.32,1 Mar 2021,1,1,2,9,4,"2,875"
15,RV ALTITUDE,"1,275,000",441.32,1 Mar 2021,1,1,2,9,5,"2,889"
15,RV ALTITUDE,"1,309,000",441.32,1 Mar 2021,1,1,2,9,6,"2,966"
15,RV ALTITUDE,"1,606,000",624.31,1 Mar 2021,1,1,2,9,4,"2,572"
15,RV ALTITUDE,"1,247,000",441.32,1 Mar 2021,1,1,2,9,4,"2,826"
10,MARTIN MODERN,"2,200,000",764.24,1 Mar 2021,1,2,1,9,7,"2,879"
8,KOPAR AT NEWTON,"1,170,000",516.67,1 Mar 2021,1,1,1,9,2,"2,264"
10,MARTIN MODERN,"2,469,000",850.36,1 Feb 2021,1,2,1,9,7,"2,800"
16,THE AVENIR,"4,555,000","1,528.49",1 Feb 2021,1,2,2,9,3,"2,980"
15,RV ALTITUDE,"1,366,000",441.32,1 Feb 2021,1,1,2,9,3,"3,095"
15,RV ALTITUDE,"1,373,000",441.32,1 Feb 2021,1,1,2,9,3,"3,111"
8,KOPAR AT NEWTON,"2,194,000",958,1 Feb 2021,1,1,1,9,4,"2,290"
16,THE AVENIR,"3,119,000","1,140.98",1 Feb 2021,1,2,2,9,2,"2,734"
8,KOPAR AT NEWTON,"2,166,000",914.94,1 Feb 2021,1,1,1,9,4,"2,367"
20,THE MARQ ON PATERSON HILL,"25,000,000","6,232.36",1 Feb 2021,3,2,2,9,2,"4,011"
16,THE AVENIR,"6,588,000","2,066.69",1 Feb 2021,1,2,2,9,5,"3,188"
8,KOPAR AT NEWTON,"2,555,000","1,097.93",1 Feb 2021,1,1,1,9,3,"2,327"
16,THE AVENIR,"6,350,000","2,066.69",1 Feb 2021,1,2,2,9,4,"3,073"
8,KOPAR AT NEWTON,"2,438,000","1,054.87",1 Feb 2021,1,1,1,9,4,"2,311"
8,KOPAR AT NEWTON,"2,190,000",914.94,1 Feb 2021,1,1,1,9,4,"2,394"
16,THE AVENIR,"3,297,000","1,140.98",1 Feb 2021,1,2,2,9,3,"2,890"
16,THE AVENIR,"3,576,000","1,140.98",1 Feb 2021,1,2,2,9,5,"3,134"
8,KOPAR AT NEWTON,"1,286,000",516.67,1 Feb 2021,1,1,1,9,3,"2,489"
10,MARTIN MODERN,"2,474,000",850.36,1 Feb 2021,1,2,1,9,7,"2,806"
4,HAUS ON HANDY,"1,555,696",592.02,1 Jan 2021,1,2,1,9,3,"2,628"
15,RV ALTITUDE,"1,724,000",624.31,1 Jan 2021,1,1,2,9,2,"2,761"
8,KOPAR AT NEWTON,"2,151,000",914.94,1 Jan 2021,1,1,1,9,4,"2,351"
8,KOPAR AT NEWTON,"1,586,000",613.55,1 Jan 2021,1,1,1,9,5,"2,585"
16,THE AVENIR,"4,338,000","1,528.49",1 Jan 2021,1,2,2,9,3,"2,838"
20,THE MARQ ON PATERSON HILL,"12,000,000","3,089.27",1 Jan 2021,3,2,2,9,5,"3,884"
20,THE MARQ ON PATERSON HILL,"12,800,000","3,056.98",1 Jan 2021,3,2,2,9,2,"4,187"
4,HAUS ON HANDY,"1,378,880",516.67,1 Jan 2021,1,2,1,9,3,"2,669"
15,RV ALTITUDE,"1,704,000",624.31,1 Jan 2021,1,1,2,9,2,"2,729"
8,KOPAR AT NEWTON,"2,262,000",958,1 Jan 2021,1,1,1,9,4,"2,361"
8,KOPAR AT NEWTON,"1,459,000",688.9,1 Jan 2021,1,1,1,9,2,"2,118"
8,KOPAR AT NEWTON,"1,561,000",688.9,1 Jan 2021,1,1,1,9,3,"2,266"
